0,0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.34375,0.375,0.40625,0.4375,0.46875,0.5,0.53125,0.5625,0.59375,0.625,0.65625,0.6875,0.71875,0.75,0.78125,0.8125,0.84375,0.875,0.90625,0.9375,0.96875,1
0,0.6,0.59999,0.59998,0.59997,0.59994,0.5999,0.59983,0.59973,0.59959,0.5994,0.59917,0.59888,0.59854,0.59815,0.5977,0.59721,0.59668,0.5961,0.59549,0.59485,0.59419,0.5935,0.59279,0.59208,0.59135,0.59061,0.58987,0.58913,0.58839,0.58765,0.58692,0.58619,0.58548
0.03125,0.59999,0.59998,0.59995,0.59991,0.59985,0.59975,0.5996,0.5994,0.59915,0.59882,0.59843,0.59798,0.59746,0.59689,0.59627,0.59561,0.5949,0.59417,0.5934,0.59262,0.59182,0.59101,0.5902,0.58938,0.58856,0.58774,0.58693,0.58613,0.58534,0.58456,0.58379,0.58304,0.5823
0.0625,0.59996,0.59993,0.59987,0.59977,0.59962,0.59941,0.59912,0.59876,0.59831,0.59778,0.59718,0.59651,0.59578,0.595,0.59418,0.59333,0.59245,0.59156,0.59065,0.58974,0.58882,0.58791,0.587,0.58611,0.58522,0.58435,0.5835,0.58266,0.58185,0.58105,0.58027,0.57952,0.57878
0.09375,0.59989,0.59979,0.59964,0.59942,0.59911,0.5987,0.59819,0.59758,0.59687,0.59608,0.59521,0.5943,0.59333,0.59234,0.59132,0.59029,0.58925,0.58822,0.58719,0.58617,0.58517,0.58419,0.58323,0.58229,0.58137,0.58048,0.57961,0.57877,0.57796,0.57718,0.57642,0.57569,0.57498
0.125,0.59968,0.59945,0.59913,0.59867,0.59809,0.59738,0.59654,0.59559,0.59456,0.59347,0.59233,0.59116,0.58997,0.58878,0.58759,0.58642,0.58526,0.58413,0.58302,0.58195,0.5809,0.57989,0.57891,0.57797,0.57706,0.57618,0.57534,0.57454,0.57376,0.57303,0.57232,0.57164,0.571
0.15625,0.59916,0.59868,0.59803,0.5972,0.59621,0.59507,0.59383,0.59251,0.59115,0.58976,0.58836,0.58697,0.58561,0.58427,0.58297,0.58171,0.58049,0.57932,0.57819,0.57711,0.57607,0.57508,0.57414,0.57324,0.57238,0.57156,0.57079,0.57005,0.56936,0.5687,0.56807,0.56748,0.56693
0.1875,0.59801,0.59707,0.5959,0.59454,0.59302,0.59141,0.58975,0.58808,0.58642,0.5848,0.58322,0.5817,0.58023,0.57883,0.57749,0.57622,0.57502,0.57387,0.57279,0.57176,0.5708,0.56988,0.56903,0.56822,0.56746,0.56674,0.56608,0.56545,0.56486,0.56432,0.56381,0.56334,0.5629
0.21875,0.59565,0.59402,0.59216,0.59016,0.58811,0.58607,0.58407,0.58214,0.58031,0.57857,0.57692,0.57537,0.57392,0.57255,0.57128,0.57009,0.56897,0.56793,0.56697,0.56607,0.56523,0.56445,0.56373,0.56306,0.56245,0.56188,0.56136,0.56088,0.56044,0.56004,0.55967,0.55935,0.55905
0.25,0.5913,0.58879,0.5862,0.58363,0.58117,0.57886,0.57671,0.57471,0.57287,0.57117,0.5696,0.56817,0.56685,0.56563,0.56452,0.5635,0.56257,0.56171,0.56093,0.56022,0.55957,0.55898,0.55845,0.55797,0.55754,0.55716,0.55681,0.55651,0.55625,0.55603,0.55584,0.55568,0.55555
0.28125,0.58402,0.5807,0.57758,0.57473,0.57217,0.56987,0.56782,0.56598,0.56434,0.56286,0.56154,0.56036,0.5593,0.55835,0.5575,0.55674,0.55606,0.55547,0.55494,0.55447,0.55407,0.55372,0.55342,0.55317,0.55296,0.55279,0.55266,0.55257,0.55251,0.55249,0.55249,0.55252,0.55258
0.3125,0.5731,0.56943,0.5663,0.56365,0.56139,0.55946,0.5578,0.55637,0.55513,0.55406,0.55313,0.55234,0.55165,0.55106,0.55056,0.55015,0.5498,0.54952,0.5493,0.54913,0.54901,0.54894,0.54891,0.54891,0.54896,0.54903,0.54914,0.54928,0.54944,0.54963,0.54984,0.55007,0.55032
0.34375,0.55848,0.55535,0.55294,0.55104,0.54951,0.54828,0.54728,0.54647,0.54582,0.5453,0.5449,0.54459,0.54437,0.54423,0.54415,0.54413,0.54416,0.54425,0.54437,0.54453,0.54473,0.54496,0.54522,0.54551,0.54582,0.54615,0.5465,0.54687,0.54726,0.54767,0.54809,0.54852,0.54897
0.375,0.54124,0.53969,0.53867,0.53798,0.53753,0.53725,0.53711,0.53708,0.53714,0.53727,0.53747,0.53773,0.53803,0.53837,0.53875,0.53916,0.5396,0.54007,0.54055,0.54106,0.54158,0.54212,0.54267,0.54324,0.54382,0.5444,0.54499,0.5456,0.54621,0.54682,0.54744,0.54806,0.54869
0.40625,0.52376,0.52446,0.5252,0.52595,0.52673,0.52751,0.52831,0.52911,0.52993,0.53075,0.53157,0.5324,0.53324,0.53407,0.53491,0.53575,0.53658,0.53742,0.53826,0.53909,0.53992,0.54075,0.54158,0.5424,0.54322,0.54403,0.54484,0.54565,0.54645,0.54725,0.54804,0.54883,0.54961
0.4375,0.5093,0.51214,0.51452,0.51663,0.51855,0.52034,0.52201,0.52359,0.52511,0.52656,0.52796,0.52931,0.53062,0.5319,0.53314,0.53436,0.53554,0.5367,0.53784,0.53895,0.54004,0.54111,0.54217,0.5432,0.54421,0.54521,0.5462,0.54716,0.54811,0.54905,0.54997,0.55088,0.55177
0.46875,0.50108,0.50515,0.50863,0.51169,0.51445,0.51698,0.51931,0.52149,0.52353,0.52547,0.5273,0.52905,0.53072,0.53233,0.53388,0.53537,0.5368,0.5382,0.53954,0.54085,0.54213,0.54336,0.54456,0.54574,0.54688,0.54799,0.54908,0.55015,0.55118,0.5522,0.55319,0.55416,0.55511
0.5,0.50108,0.50523,0.50899,0.51239,0.5155,0.51836,0.52101,0.52348,0.52579,0.52797,0.53002,0.53197,0.53383,0.5356,0.53729,0.53892,0.54047,0.54197,0.54342,0.54481,0.54615,0.54745,0.54871,0.54993,0.55112,0.55226,0.55338,0.55446,0.55552,0.55654,0.55754,0.55851,0.55945
0.53125,0.5093,0.5127,0.51598,0.51908,0.52199,0.52472,0.52727,0.52967,0.53193,0.53407,0.53609,0.53801,0.53984,0.54157,0.54324,0.54483,0.54635,0.54781,0.54921,0.55057,0.55187,0.55312,0.55434,0.55551,0.55664,0.55773,0.55879,0.55982,0.56082,0.56178,0.56272,0.56362,0.5645
0.5625,0.52376,0.52608,0.52845,0.5308,0.53308,0.53528,0.53738,0.53939,0.54131,0.54314,0.54488,0.54655,0.54815,0.54967,0.55113,0.55253,0.55388,0.55517,0.55642,0.55762,0.55877,0.55988,0.56096,0.56199,0.563,0.56396,0.5649,0.56581,0.56668,0.56753,0.56835,0.56914,0.56991
0.59375,0.54124,0.54255,0.54393,0.54538,0.54685,0.54832,0.54978,0.5512,0.5526,0.55395,0.55526,0.55653,0.55776,0.55894,0.56009,0.5612,0.56227,0.5633,0.5643,0.56527,0.5662,0.56711,0.56798,0.56883,0.56965,0.57044,0.57121,0.57195,0.57266,0.57336,0.57402,0.57467,0.57529
0.625,0.55848,0.55899,0.55957,0.56023,0.56094,0.56171,0.56251,0.56334,0.56418,0.56502,0.56585,0.56668,0.56751,0.56831,0.5691,0.56988,0.57064,0.57138,0.57211,0.57281,0.5735,0.57417,0.57482,0.57545,0.57607,0.57666,0.57724,0.5778,0.57834,0.57886,0.57936,0.57984,0.58031
0.65625,0.5731,0.57307,0.5731,0.57321,0.57338,0.57362,0.57392,0.57426,0.57463,0.57504,0.57547,0.57591,0.57637,0.57684,0.57731,0.57778,0.57825,0.57872,0.57918,0.57964,0.5801,0.58055,0.58098,0.58141,0.58183,0.58224,0.58263,0.58301,0.58338,0.58374,0.58407,0.5844,0.5847
0.6875,0.58402,0.58369,0.58343,0.58324,0.58311,0.58304,0.58301,0.58304,0.58311,0.58322,0.58336,0.58353,0.58371,0.58392,0.58415,0.58438,0.58463,0.58488,0.58513,0.5854,0.58566,0.58592,0.58618,0.58643,0.58668,0.58692,0.58716,0.58738,0.5876,0.5878,0.58799,0.58817,0.58833
0.71875,0.5913,0.59088,0.59053,0.59023,0.58998,0.58977,0.5896,0.58948,0.58939,0.58933,0.5893,0.5893,0.58933,0.58937,0.58943,0.58951,0.5896,0.5897,0.58981,0.58993,0.59004,0.59017,0.59029,0.5904,0.59052,0.59063,0.59073,0.59082,0.59091,0.59098,0.59104,0.59108,0.59111
0.75,0.59565,0.59529,0.59496,0.59468,0.59442,0.59419,0.594,0.59383,0.59368,0.59356,0.59346,0.59338,0.59333,0.59329,0.59326,0.59325,0.59324,0.59325,0.59327,0.59328,0.59331,0.59333,0.59335,0.59336,0.59337,0.59337,0.59337,0.59335,0.59332,0.59328,0.59323,0.59316,0.59307
0.78125,0.59801,0.59775,0.59751,0.59729,0.59708,0.59689,0.59672,0.59657,0.59642,0.5963,0.59619,0.59609,0.59601,0.59593,0.59587,0.59581,0.59576,0.59571,0.59567,0.59563,0.59558,0.59553,0.59547,0.59541,0.59533,0.59525,0.59515,0.59504,0.59491,0.59477,0.59461,0.59444,0.59426
0.8125,0.59916,0.59901,0.59886,0.59871,0.59857,0.59843,0.59831,0.59819,0.59808,0.59797,0.59787,0.59778,0.5977,0.59762,0.59754,0.59747,0.59739,0.59732,0.59723,0.59714,0.59704,0.59693,0.59681,0.59668,0.59653,0.59636,0.59618,0.59598,0.59576,0.59553,0.59527,0.59501,0.59472
0.84375,0.59968,0.5996,0.59951,0.59943,0.59934,0.59926,0.59917,0.59909,0.59901,0.59894,0.59886,0.59879,0.59871,0.59863,0.59855,0.59846,0.59837,0.59826,0.59814,0.598,0.59785,0.59768,0.59749,0.59728,0.59705,0.5968,0.59654,0.59625,0.59594,0.59562,0.59527,0.59491,0.59454
0.875,0.59989,0.59985,0.59981,0.59976,0.59972,0.59967,0.59962,0.59956,0.59951,0.59946,0.5994,0.59933,0.59926,0.59917,0.59908,0.59897,0.59884,0.59869,0.59852,0.59832,0.59811,0.59786,0.5976,0.59731,0.59699,0.59666,0.5963,0.59592,0.59552,0.5951,0.59467,0.59422,0.59376
0.90625,0.59996,0.59995,0.59993,0.59991,0.59988,0.59986,0.59983,0.59979,0.59975,0.5997,0.59965,0.59957,0.59949,0.59938,0.59925,0.59909,0.5989,0.59869,0.59845,0.59818,0.59787,0.59754,0.59718,0.5968,0.59639,0.59595,0.5955,0.59502,0.59453,0.59403,0.5935,0.59297,0.59243
0.9375,0.59999,0.59998,0.59998,0.59997,0.59995,0.59993,0.59991,0.59988,0.59983,0.59977,0.59969,0.59959,0.59946,0.59929,0.5991,0.59886,0.59859,0.59829,0.59795,0.59757,0.59717,0.59673,0.59626,0.59577,0.59525,0.59471,0.59416,0.59359,0.593,0.59241,0.59181,0.5912,0.59058
0.96875,0.6,0.59999,0.59999,0.59998,0.59997,0.59994,0.59991,0.59986,0.59979,0.59969,0.59955,0.59938,0.59916,0.59891,0.59861,0.59826,0.59788,0.59745,0.59698,0.59648,0.59595,0.59539,0.59481,0.5942,0.59357,0.59293,0.59228,0.59162,0.59095,0.59028,0.5896,0.58893,0.58825
