0.39999,0.39702,0.39338,0.38903,0.38387,0.378,0.37154,0.36463,0.3574,0.35,0.34282,0.33606,0.32994,0.32466,0.32043,0.31733,0.31536,0.31445,0.31444,0.31518,0.31668,0.31909,0.33702,0.35222,0.36386,0.36382,0.36321,0.3635,0.36188,0.36345,0.36117,0.36237
0.39998,0.39742,0.39417,0.39036,0.3859,0.3808,0.37512,0.36898,0.3625,0.35573,0.34895,0.34239,0.33624,0.33068,0.32591,0.32207,0.31922,0.31739,0.31647,0.31639,0.31699,0.31824,0.31995,0.33667,0.35184,0.36376,0.36347,0.36297,0.36332,0.3618,0.36339,0.36113
0.39993,0.39756,0.39486,0.39142,0.3875,0.38305,0.37805,0.37259,0.36677,0.36065,0.35434,0.3481,0.34211,0.33648,0.33141,0.32706,0.32354,0.32092,0.31919,0.31829,0.31812,0.31858,0.31955,0.32079,0.3363,0.35147,0.36355,0.36321,0.36281,0.3632,0.36177,0.36336
0.39977,0.39767,0.39512,0.39235,0.3888,0.38483,0.38043,0.37558,0.37038,0.36485,0.35906,0.35319,0.34744,0.34192,0.33676,0.33212,0.32814,0.3249,0.32247,0.32082,0.31992,0.31966,0.31996,0.32067,0.32158,0.33596,0.35121,0.36314,0.36305,0.36272,0.36313,0.36176
0.39936,0.39766,0.3955,0.39275,0.38993,0.3863,0.38232,0.37803,0.37337,0.36843,0.36315,0.35769,0.35223,0.3469,0.3418,0.33706,0.33279,0.32912,0.32613,0.32385,0.32228,0.32135,0.32101,0.32114,0.32164,0.3223,0.33571,0.35112,0.36275,0.36292,0.36268,0.3631
0.39833,0.39726,0.39559,0.39333,0.3905,0.38759,0.38392,0.37999,0.37582,0.37139,0.36665,0.36162,0.3565,0.35142,0.34648,0.34175,0.33737,0.33342,0.33003,0.32724,0.32509,0.32356,0.3226,0.32217,0.32217,0.32245,0.32291,0.33555,0.35102,0.36257,0.3628,0.36266
0.39602,0.39628,0.39511,0.39355,0.39118,0.38833,0.38536,0.38169,0.37782,0.37379,0.3696,0.36502,0.36026,0.35547,0.35075,0.34614,0.34176,0.33767,0.33402,0.33086,0.32824,0.32619,0.3247,0.3237,0.32318,0.32303,0.32312,0.32341,0.33548,0.35086,0.36256,0.36274
0.39131,0.39431,0.39424,0.39296,0.39151,0.38901,0.38624,0.3832,0.37959,0.37584,0.37196,0.36792,0.36355,0.35907,0.35459,0.35018,0.34588,0.34179,0.33798,0.33458,0.33161,0.32913,0.32716,0.32569,0.32464,0.32404,0.32373,0.32368,0.32383,0.33541,0.35072,0.36259
0.38259,0.38977,0.39255,0.39222,0.39083,0.38951,0.38692,0.38426,0.38116,0.37763,0.37402,0.37034,0.36639,0.36225,0.35804,0.35384,0.34969,0.34567,0.34183,0.33828,0.33508,0.33229,0.32993,0.32803,0.32654,0.32545,0.32475,0.3243,0.32411,0.32413,0.33536,0.35064
0.36804,0.38146,0.38837,0.39076,0.39024,0.38873,0.38756,0.38486,0.38235,0.3792,0.37582,0.37238,0.36885,0.36504,0.3611,0.35714,0.35318,0.34929,0.34551,0.34189,0.33857,0.33555,0.3329,0.33064,0.32877,0.32726,0.32612,0.32531,0.32474,0.32442,0.32432,0.33533
0.34619,0.36716,0.38029,0.38705,0.38896,0.38831,0.38667,0.38568,0.38288,0.38052,0.37735,0.37413,0.37087,0.36744,0.36381,0.36009,0.35635,0.3526,0.34893,0.34536,0.34197,0.33884,0.33598,0.33344,0.33125,0.32939,0.32785,0.32665,0.32573,0.32504,0.32461,0.32441
0.31695,0.34556,0.36623,0.3791,0.38576,0.38716,0.38643,0.38467,0.38385,0.38098,0.37878,0.37564,0.37259,0.36945,0.36612,0.36268,0.35919,0.35565,0.3521,0.34862,0.34524,0.34206,0.33908,0.33636,0.33391,0.33176,0.32989,0.32832,0.32704,0.32602,0.32521,0.32469
0.28248,0.31655,0.3449,0.36525,0.37791,0.38448,0.38536,0.38461,0.38272,0.38211,0.37915,0.37715,0.37405,0.37116,0.36812,0.36491,0.36167,0.35838,0.35501,0.35165,0.34835,0.34516,0.34213,0.3393,0.33667,0.3343,0.33217,0.33028,0.32868,0.32732,0.32619,0.3253
0.24752,0.28243,0.31614,0.34426,0.36427,0.37672,0.38321,0.38361,0.38284,0.38084,0.38042,0.37734,0.37561,0.37257,0.36979,0.36687,0.3638,0.36075,0.35763,0.35442,0.35124,0.34811,0.34509,0.3422,0.33948,0.33694,0.33461,0.33248,0.33058,0.32893,0.32748,0.32627
0.21861,0.24802,0.28243,0.31575,0.34364,0.36334,0.37553,0.38192,0.38192,0.38112,0.37903,0.37879,0.37559,0.37413,0.3712,0.3685,0.36569,0.36278,0.3599,0.35694,0.35389,0.35087,0.3479,0.34502,0.34226,0.33962,0.33715,0.33485,0.33271,0.33079,0.32908,0.32756
0.20216,0.22475,0.24892,0.28253,0.31541,0.34301,0.36245,0.37439,0.3806,0.38024,0.37946,0.3773,0.37722,0.37394,0.37275,0.36991,0.36727,0.36462,0.36189,0.35913,0.3563,0.35342,0.35055,0.34772,0.34496,0.3423,0.33974,0.33731,0.33501,0.33288,0.33093,0.32915
0.20216,0.21529,0.23293,0.25095,0.28274,0.31514,0.34236,0.36158,0.37329,0.37932,0.37863,0.37788,0.37564,0.37572,0.3724,0.37145,0.36864,0.36613,0.36367,0.36112,0.35848,0.35575,0.35302,0.35027,0.34756,0.34491,0.34233,0.33982,0.33742,0.33513,0.33298,0.33099
0.21861,0.21811,0.22767,0.24176,0.25477,0.28313,0.31497,0.34173,0.36073,0.37225,0.37801,0.37709,0.37638,0.37407,0.3743,0.37098,0.37033,0.36748,0.36512,0.36285,0.36041,0.35788,0.35528,0.35267,0.35004,0.34743,0.34486,0.34234,0.33988,0.33749,0.33519,0.33303
0.24752,0.2352,0.23263,0.23915,0.25001,0.25981,0.28372,0.31493,0.34115,0.35988,0.37129,0.37668,0.37561,0.37495,0.3726,0.37297,0.36968,0.36931,0.36648,0.36423,0.36211,0.35977,0.35734,0.35488,0.35237,0.34984,0.34732,0.34482,0.34235,0.33991,0.33752,0.33522
0.28248,0.26176,0.24919,0.24542,0.24957,0.25772,0.26552,0.28446,0.315,0.34065,0.35904,0.37041,0.37536,0.37419,0.37358,0.37122,0.37172,0.36848,0.36831,0.36558,0.36345,0.36144,0.35918,0.35686,0.35452,0.35211,0.34967,0.34723,0.34478,0.34234,0.33992,0.33754
0.31695,0.29168,0.27276,0.2608,0.25647,0.25888,0.26492,0.27158,0.28534,0.31513,0.34021,0.35821,0.36961,0.37406,0.37283,0.37227,0.36994,0.37055,0.36736,0.36737,0.36476,0.36274,0.36082,0.35866,0.35645,0.35421,0.35189,0.34953,0.34716,0.34476,0.34234,0.33993
0.34619,0.31979,0.2981,0.28136,0.27043,0.26596,0.26714,0.27164,0.27777,0.28704,0.31533,0.33984,0.35737,0.36888,0.37281,0.37155,0.37108,0.36875,0.36948,0.36632,0.36652,0.36402,0.3621,0.36027,0.35821,0.3561,0.35396,0.35173,0.34943,0.34711,0.34474,0.34234
0.36804,0.34356,0.32154,0.30288,0.28823,0.27846,0.27409,0.27445,0.27785,0.28326,0.28955,0.31558,0.33954,0.35657,0.36823,0.37162,0.37033,0.37001,0.36762,0.36848,0.36537,0.36575,0.36336,0.36151,0.35978,0.35782,0.35581,0.35375,0.35159,0.34936,0.34707,0.34473
0.38259,0.36174,0.34138,0.32275,0.30665,0.29388,0.28524,0.28108,0.28091,0.2835,0.28797,0.2925,0.31586,0.33932,0.35586,0.3676,0.37047,0.36919,0.36901,0.36659,0.36758,0.36453,0.36506,0.36276,0.36099,0.35936,0.35751,0.35558,0.35359,0.35149,0.34932,0.34706
0.39131,0.37466,0.35701,0.33967,0.32369,0.30973,0.29862,0.291,0.28712,0.28662,0.28858,0.29214,0.29565,0.31614,0.33913,0.35528,0.36702,0.36939,0.36815,0.36803,0.36564,0.36676,0.36381,0.36447,0.36228,0.36054,0.35903,0.35727,0.35541,0.35347,0.35144,0.3493
0.39602,0.38331,0.36865,0.3534,0.33839,0.32452,0.31237,0.30267,0.29595,0.29237,0.29166,0.29314,0.29592,0.29882,0.31641,0.33892,0.35479,0.36647,0.3684,0.36725,0.36706,0.36481,0.36604,0.36321,0.36398,0.36188,0.3602,0.35877,0.35708,0.35528,0.3534,0.35141
0.39833,0.38869,0.37695,0.36396,0.35057,0.33746,0.3253,0.31468,0.3062,0.30024,0.29697,0.29614,0.29722,0.2994,0.30191,0.31666,0.33869,0.35441,0.36595,0.36751,0.3665,0.36624,0.3641,0.36541,0.36268,0.36358,0.36154,0.35994,0.35858,0.35695,0.3552,0.35336
0.39936,0.39192,0.38266,0.37185,0.36027,0.34836,0.3368,0.32607,0.31674,0.30928,0.30398,0.301,0.30011,0.30087,0.3026,0.30484,0.31691,0.33842,0.3541,0.36545,0.36673,0.36577,0.36555,0.3635,0.36487,0.36223,0.36324,0.36126,0.35974,0.35844,0.35687,0.35515
0.39977,0.39397,0.38653,0.37767,0.36775,0.35729,0.34664,0.33634,0.32684,0.3186,0.312,0.30729,0.30457,0.30365,0.30416,0.30556,0.30761,0.31717,0.33811,0.35381,0.36499,0.36602,0.36508,0.36497,0.36302,0.36441,0.36186,0.36295,0.36104,0.35958,0.35835,0.35682
0.39993,0.39525,0.38919,0.38191,0.37352,0.36441,0.35488,0.34529,0.33607,0.32761,0.32031,0.31444,0.31022,0.30774,0.30681,0.30713,0.30831,0.31019,0.31743,0.33779,0.35344,0.36458,0.36537,0.36447,0.36446,0.36261,0.36403,0.36159,0.36271,0.36089,0.35948,0.35831
0.39998,0.39605,0.39108,0.38498,0.37792,0.37005,0.36165,0.35292,0.34422,0.33595,0.32839,0.32187,0.31662,0.31286,0.31057,0.30965,0.30982,0.31084,0.31261,0.31778,0.33752,0.35299,0.36424,0.36477,0.36395,0.36405,0.36229,0.36375,0.36138,0.36254,0.3608,0.35943
0.39999,0.39658,0.39241,0.38728,0.38127,0.3745,0.36711,0.35934,0.35132,0.34343,0.33596,0.32918,0.32333,0.31862,0.31521,0.3131,0.31218,0.31225,0.31313,0.31479,0.31833,0.3373,0.35259,0.36401,0.36426,0.36354,0.36373,0.36203,0.36356,0.36125,0.36243,0.36075
